Fiscal Date,Location Number and Desc,Net Sales Retail Amt,Net Sales Retail Amt LY,Net Sales Retail Amt Var LY %,Net Sales Qty,Net Sales Qty LY,Net Sales Qty Var LY %,Clr Net Sales Retail Amt,Clr Net Sales Retail Amt LY,Clr Net Sales Retail Amt Var LY %,Clearance Sales %,Clr Net Sales Qty,Clr Net Sales Qty LY,Clr Net Sales Qty Var LY %,Selling Margin Amt,Selling Margin Amt LY,Selling Margin % LY,Selling Margin %,Net Sales AUR,Net Sales AUR LY,Net Sales AUR Var LY %
02-25-2025,"2795 STONEBRIAR MALL - FRISCO, TX",15495.0,15165.0,2.2,713,718,-0.7,2735.0,2775.0,-1.5,17.6%,91,95,-4.2,7138.0,7129.0,47.0,46.1,21.73,21.12,2.9
02-25-2025,"766 BRANDON TOWN CTR - BRANDON, FL",19191.0,17019.0,12.8,651,606,7.4,2226.0,2307.0,-3.5,11.6%,88,94,-6.4,9177.0,8061.0,47.4,47.8,29.48,28.08,5.0
02-25-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13716.0,15212.0,-9.8,574,530,8.3,2912.0,2642.0,10.2,21.2%,133,157,-15.3,6548.0,6411.0,42.1,47.7,23.89,28.7,-16.7
02-26-2025,"232 TACOMA MALL - TACOMA, WA",8615.0,8672.0,-0.7,377,373,1.1,1659.0,1513.0,9.6,19.3%,67,85,-21.2,4030.0,4236.0,48.8,46.8,22.85,23.25,-1.7
02-26-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10488.0,9481.0,10.6,469,398,17.8,2039.0,1580.0,29.0,19.4%,73,63,15.9,4484.0,4834.0,51.0,42.8,22.36,23.82,-6.1
02-26-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23581.0,25744.0,-8.4,892,997,-10.5,4535.0,4274.0,6.1,19.2%,191,204,-6.4,10441.0,12221.0,47.5,44.3,26.44,25.82,2.4
02-26-2025,"766 BRANDON TOWN CTR - BRANDON, FL",20142.0,18423.0,9.3,770,735,4.8,2104.0,2224.0,-5.4,10.4%,79,85,-7.1,9791.0,9377.0,50.9,48.6,26.16,25.07,4.4
02-26-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11715.0,11873.0,-1.3,553,542,2.0,3169.0,2596.0,22.1,27.1%,130,127,2.4,5317.0,4832.0,40.7,45.4,21.18,21.91,-3.3
02-27-2025,"232 TACOMA MALL - TACOMA, WA",14919.0,15052.0,-0.9,581,638,-8.9,2329.0,2320.0,0.4,15.6%,93,112,-17.0,7010.0,7149.0,47.5,47.0,25.68,23.59,8.8
02-27-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11053.0,10669.0,3.6,477,436,9.4,2475.0,2638.0,-6.2,22.4%,93,100,-7.0,5268.0,5198.0,48.7,47.7,23.17,24.47,-5.3
02-27-2025,"2795 STONEBRIAR MALL - FRISCO, TX",30619.0,32611.0,-6.1,1148,1170,-1.9,5167.0,6004.0,-13.9,16.9%,201,210,-4.3,13798.0,14911.0,45.7,45.1,26.67,27.87,-4.3
02-27-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25327.0,24423.0,3.7,1038,897,15.7,2015.0,2011.0,0.2,8.0%,112,139,-19.4,12239.0,12169.0,49.8,48.3,24.4,27.23,-10.4
02-27-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10160.0,10697.0,-5.0,463,416,11.3,2115.0,1975.0,7.1,20.8%,52,45,15.6,4515.0,4517.0,42.2,44.4,21.94,25.71,-14.7
02-28-2025,"232 TACOMA MALL - TACOMA, WA",10280.0,9380.0,9.6,499,484,3.1,2040.0,2291.0,-11.0,19.8%,109,73,49.3,4885.0,4396.0,46.9,47.5,20.6,19.38,6.3
02-28-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7680.0,8141.0,-5.7,318,304,4.6,1380.0,1432.0,-3.6,18.0%,59,48,22.9,3789.0,4121.0,50.6,49.3,24.15,26.78,-9.8
02-28-2025,"2795 STONEBRIAR MALL - FRISCO, TX",18405.0,20527.0,-10.3,776,842,-7.8,3301.0,2776.0,18.9,17.9%,84,83,1.2,8589.0,9880.0,48.1,46.7,23.72,24.38,-2.7
02-28-2025,"766 BRANDON TOWN CTR - BRANDON, FL",14827.0,15434.0,-3.9,565,556,1.6,2466.0,2628.0,-6.2,16.6%,95,126,-24.6,7141.0,7234.0,46.9,48.2,26.24,27.76,-5.5
02-28-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8900.0,10028.0,-11.2,385,398,-3.3,2075.0,1923.0,7.9,23.3%,77,85,-9.4,3703.0,4399.0,43.9,41.6,23.12,25.2,-8.3
03-01-2025,"232 TACOMA MALL - TACOMA, WA",13214.0,14085.0,-6.2,543,551,-1.5,1866.0,1772.0,5.3,14.1%,81,77,5.2,6926.0,6794.0,48.2,52.4,24.34,25.56,-4.8
03-01-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10549.0,10435.0,1.1,434,388,11.9,1561.0,1769.0,-11.7,14.8%,76,87,-12.6,5038.0,5241.0,50.2,47.8,24.31,26.89,-9.6
03-01-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19374.0,20986.0,-7.7,752,831,-9.5,3723.0,3789.0,-1.7,19.2%,89,92,-3.3,8918.0,10313.0,49.1,46.0,25.76,25.25,2.0
03-01-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27880.0,26678.0,4.5,1200,1243,-3.5,3638.0,3242.0,12.2,13.0%,141,147,-4.1,12321.0,12259.0,46.0,44.2,23.23,21.46,8.3
03-01-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11139.0,12299.0,-9.4,454,478,-5.0,2269.0,2228.0,1.9,20.4%,96,103,-6.8,4480.0,5088.0,41.4,40.2,24.53,25.73,-4.6
03-02-2025,"232 TACOMA MALL - TACOMA, WA",15930.0,17170.0,-7.2,690,732,-5.7,2770.0,2950.0,-6.1,17.4%,100,100,0.0,7503.0,8466.0,49.3,47.1,23.09,23.46,-1.6
03-02-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11232.0,10440.0,7.6,430,483,-11.0,1718.0,1889.0,-9.1,15.3%,84,94,-10.6,5751.0,5037.0,48.2,51.2,26.12,21.61,20.8
03-02-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24092.0,24462.0,-1.5,994,1118,-11.1,4619.0,5044.0,-8.4,19.2%,237,256,-7.4,11190.0,11602.0,47.4,46.4,24.24,21.88,10.8
03-02-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24770.0,23492.0,5.4,935,863,8.3,2823.0,1988.0,42.0,11.4%,40,34,17.6,11972.0,11839.0,50.4,48.3,26.49,27.22,-2.7
03-02-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10478.0,10737.0,-2.4,455,534,-14.8,1868.0,2151.0,-13.2,17.8%,103,99,4.0,4603.0,4597.0,42.8,43.9,23.03,20.11,14.5
03-03-2025,"232 TACOMA MALL - TACOMA, WA",11283.0,11686.0,-3.4,465,562,-17.3,1995.0,2013.0,-0.9,17.7%,71,86,-17.4,5773.0,5725.0,49.0,51.2,24.26,20.79,16.7
03-03-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10471.0,10187.0,2.8,475,420,13.1,1826.0,1578.0,15.7,17.4%,87,72,20.8,5260.0,4575.0,44.9,50.2,22.04,24.25,-9.1
03-03-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24026.0,25352.0,-5.2,917,1119,-18.1,4315.0,3686.0,17.1,18.0%,74,71,4.2,11010.0,12665.0,50.0,45.8,26.2,22.66,15.6
03-03-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26796.0,24488.0,9.4,924,934,-1.1,3844.0,3316.0,15.9,14.3%,138,143,-3.5,13163.0,11755.0,48.0,49.1,29.0,26.22,10.6
03-03-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9005.0,8594.0,4.8,400,413,-3.1,1813.0,1604.0,13.0,20.1%,59,64,-7.8,3897.0,3590.0,41.8,43.3,22.51,20.81,8.2
03-04-2025,"232 TACOMA MALL - TACOMA, WA",10064.0,10745.0,-6.3,444,394,12.7,2212.0,2202.0,0.4,22.0%,99,123,-19.5,4768.0,5181.0,48.2,47.4,22.67,27.27,-16.9
03-04-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9735.0,9551.0,1.9,409,377,8.5,2209.0,2498.0,-11.6,22.7%,55,53,3.8,4319.0,4156.0,43.5,44.4,23.8,25.33,-6.0
03-04-2025,"2795 STONEBRIAR MALL - FRISCO, TX",14232.0,15957.0,-10.8,694,800,-13.2,2462.0,2420.0,1.7,17.3%,109,81,34.6,6464.0,7614.0,47.7,45.4,20.51,19.95,2.8
03-04-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26861.0,24355.0,10.3,940,942,-0.2,4551.0,3783.0,20.3,16.9%,108,96,12.5,13786.0,12294.0,50.5,51.3,28.58,25.85,10.5
03-04-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10135.0,10116.0,0.2,428,378,13.2,2302.0,2117.0,8.7,22.7%,91,97,-6.2,4708.0,4522.0,44.7,46.5,23.68,26.76,-11.5
03-05-2025,"232 TACOMA MALL - TACOMA, WA",7997.0,8069.0,-0.9,355,351,1.1,1300.0,1400.0,-7.2,16.3%,50,55,-9.1,3649.0,3871.0,48.0,45.6,22.53,22.99,-2.0
03-05-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8738.0,8215.0,6.4,376,335,12.2,1534.0,1558.0,-1.6,17.6%,45,49,-8.2,4052.0,3691.0,44.9,46.4,23.24,24.52,-5.2
03-05-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21902.0,21829.0,0.3,904,964,-6.2,4167.0,4595.0,-9.3,19.0%,163,120,35.8,9459.0,10169.0,46.6,43.2,24.23,22.64,7.0
03-05-2025,"766 BRANDON TOWN CTR - BRANDON, FL",28857.0,25256.0,14.3,1038,826,25.7,4516.0,4942.0,-8.6,15.7%,125,110,13.6,13620.0,11651.0,46.1,47.2,27.8,30.58,-9.1
03-05-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",6957.0,7186.0,-3.2,337,348,-3.2,1494.0,1530.0,-2.3,21.5%,59,70,-15.7,3103.0,2999.0,41.7,44.6,20.64,20.65,-0.0
03-06-2025,"232 TACOMA MALL - TACOMA, WA",12322.0,13707.0,-10.1,490,529,-7.4,2685.0,2738.0,-1.9,21.8%,74,72,2.8,5816.0,6475.0,47.2,47.2,25.15,25.91,-2.9
03-06-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9671.0,9639.0,0.3,426,498,-14.5,1922.0,1580.0,21.6,19.9%,82,85,-3.5,4512.0,4515.0,46.8,46.7,22.7,19.35,17.3
03-06-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24448.0,27481.0,-11.0,993,883,12.5,4959.0,5748.0,-13.7,20.3%,238,249,-4.4,11333.0,13208.0,48.1,46.4,24.62,31.12,-20.9
03-06-2025,"766 BRANDON TOWN CTR - BRANDON, FL",17785.0,17856.0,-0.4,667,557,19.7,2568.0,2818.0,-8.9,14.4%,91,91,0.0,8559.0,8395.0,47.0,48.1,26.66,32.06,-16.8
03-06-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",7665.0,7763.0,-1.3,330,331,-0.3,1131.0,1263.0,-10.5,14.8%,55,54,1.9,3184.0,3337.0,43.0,41.5,23.23,23.45,-1.0
03-07-2025,"232 TACOMA MALL - TACOMA, WA",11381.0,10926.0,4.2,449,480,-6.5,2232.0,1839.0,21.4,19.6%,77,84,-8.3,5413.0,5307.0,48.6,47.6,25.35,22.76,11.4
03-07-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12467.0,11683.0,6.7,579,571,1.4,2455.0,2456.0,-0.0,19.7%,150,155,-3.2,6285.0,5433.0,46.5,50.4,21.53,20.46,5.2
03-07-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19651.0,19217.0,2.3,885,1007,-12.1,3617.0,3749.0,-3.5,18.4%,171,156,9.6,8982.0,8742.0,45.5,45.7,22.2,19.08,16.4
03-07-2025,"766 BRANDON TOWN CTR - BRANDON, FL",16435.0,16154.0,1.7,624,572,9.1,2036.0,2086.0,-2.4,12.4%,104,102,2.0,7640.0,7989.0,49.5,46.5,26.34,28.24,-6.7
03-07-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8293.0,8549.0,-3.0,406,397,2.3,1481.0,1832.0,-19.2,17.9%,60,47,27.7,3460.0,3784.0,44.3,41.7,20.43,21.53,-5.1
03-08-2025,"232 TACOMA MALL - TACOMA, WA",10354.0,11812.0,-12.3,453,457,-0.9,1908.0,1957.0,-2.5,18.4%,37,42,-11.9,5036.0,5672.0,48.0,48.6,22.86,25.85,-11.6
03-08-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8303.0,8112.0,2.4,417,388,7.5,1820.0,1724.0,5.6,21.9%,85,91,-6.6,3801.0,3667.0,45.2,45.8,19.91,20.91,-4.8
03-08-2025,"2795 STONEBRIAR MALL - FRISCO, TX",27676.0,29586.0,-6.5,1230,1222,0.7,4431.0,4197.0,5.6,16.0%,282,284,-0.7,13465.0,13804.0,46.7,48.7,22.5,24.21,-7.1
03-08-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27087.0,26977.0,0.4,967,833,16.1,3618.0,3549.0,1.9,13.4%,67,60,11.7,12631.0,12924.0,47.9,46.6,28.01,32.39,-13.5
03-08-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11806.0,11464.0,3.0,481,466,3.2,2777.0,2864.0,-3.0,23.5%,82,77,6.5,5312.0,5192.0,45.3,45.0,24.55,24.6,-0.2
03-09-2025,"232 TACOMA MALL - TACOMA, WA",11092.0,11917.0,-6.9,489,570,-14.2,1778.0,2181.0,-18.5,16.0%,63,55,14.5,5612.0,5757.0,48.3,50.6,22.68,20.91,8.5
03-09-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8067.0,7775.0,3.7,367,326,12.6,1461.0,1584.0,-7.8,18.1%,48,43,11.6,3718.0,4166.0,53.6,46.1,21.98,23.85,-7.8
03-09-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23430.0,25295.0,-7.4,950,915,3.8,3307.0,3377.0,-2.1,14.1%,192,166,15.7,11440.0,12544.0,49.6,48.8,24.66,27.65,-10.8
03-09-2025,"766 BRANDON TOWN CTR - BRANDON, FL",31782.0,32104.0,-1.0,1126,1156,-2.6,2127.0,1788.0,18.9,6.7%,27,28,-3.6,15798.0,16204.0,50.5,49.7,28.23,27.77,1.6
03-09-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8183.0,8131.0,0.6,363,358,1.4,1867.0,1840.0,1.5,22.8%,74,69,7.2,3274.0,3484.0,42.9,40.0,22.54,22.71,-0.7
03-10-2025,"232 TACOMA MALL - TACOMA, WA",11873.0,11179.0,6.2,491,529,-7.2,2029.0,2029.0,0.0,17.1%,72,72,0.0,5755.0,5602.0,50.1,48.5,24.18,21.13,14.4
03-10-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",5327.0,5052.0,5.4,262,266,-1.5,1109.0,1213.0,-8.5,20.8%,52,55,-5.5,2571.0,2378.0,47.1,48.3,20.33,18.99,7.0
03-10-2025,"2795 STONEBRIAR MALL - FRISCO, TX",14335.0,15764.0,-9.1,558,629,-11.3,3106.0,3590.0,-13.5,21.7%,129,115,12.2,6318.0,7136.0,45.3,44.1,25.69,25.06,2.5
03-10-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27319.0,26132.0,4.5,970,938,3.4,2909.0,2834.0,2.7,10.6%,114,134,-14.9,13411.0,12051.0,46.1,49.1,28.16,27.86,1.1
03-10-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9073.0,8231.0,10.2,402,407,-1.2,2235.0,1985.0,12.6,24.6%,70,67,4.5,3712.0,3696.0,44.9,40.9,22.57,20.22,11.6
03-11-2025,"232 TACOMA MALL - TACOMA, WA",10437.0,10496.0,-0.6,437,450,-2.9,1785.0,1971.0,-9.5,17.1%,83,87,-4.6,5139.0,4758.0,45.3,49.2,23.88,23.32,2.4
03-11-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9745.0,9536.0,2.2,452,432,4.6,2362.0,2522.0,-6.4,24.2%,123,118,4.2,4693.0,4561.0,47.8,48.2,21.56,22.07,-2.3
03-11-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24708.0,23882.0,3.5,1041,1164,-10.6,3991.0,4713.0,-15.3,16.2%,110,129,-14.7,10935.0,10215.0,42.8,44.3,23.73,20.52,15.7
03-11-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29423.0,28395.0,3.6,966,852,13.4,3716.0,3790.0,-2.0,12.6%,120,98,22.4,12864.0,13843.0,48.8,43.7,30.46,33.33,-8.6
03-11-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11437.0,11217.0,2.0,532,479,11.1,2126.0,2222.0,-4.3,18.6%,48,45,6.7,4987.0,4696.0,41.9,43.6,21.5,23.42,-8.2
03-12-2025,"232 TACOMA MALL - TACOMA, WA",11156.0,10946.0,1.9,445,465,-4.3,2210.0,2242.0,-1.5,19.8%,81,76,6.6,5495.0,5344.0,48.8,49.3,25.07,23.54,6.5
03-12-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8269.0,6805.0,21.5,348,323,7.7,1791.0,1974.0,-9.3,21.7%,31,30,3.3,4152.0,3005.0,44.2,50.2,23.76,21.07,12.8
03-12-2025,"2795 STONEBRIAR MALL - FRISCO, TX",18824.0,18831.0,-0.0,722,737,-2.0,2303.0,2069.0,11.3,12.2%,117,129,-9.3,8784.0,9108.0,48.4,46.7,26.07,25.55,2.0
03-12-2025,"766 BRANDON TOWN CTR - BRANDON, FL",16162.0,16627.0,-2.8,590,561,5.2,1844.0,1630.0,13.1,11.4%,94,86,9.3,7298.0,7718.0,46.4,45.2,27.39,29.64,-7.6
03-12-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",7849.0,7214.0,8.8,346,331,4.5,1438.0,1307.0,10.0,18.3%,30,27,11.1,3407.0,3476.0,48.2,43.4,22.69,21.79,4.1
03-13-2025,"232 TACOMA MALL - TACOMA, WA",11954.0,11814.0,1.2,500,554,-9.7,1515.0,1332.0,13.7,12.7%,47,45,4.4,5877.0,5635.0,47.7,49.2,23.91,21.32,12.1
03-13-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9225.0,9174.0,0.6,416,411,1.2,1770.0,1754.0,0.9,19.2%,72,68,5.9,4300.0,4558.0,49.7,46.6,22.18,22.32,-0.6
03-13-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20761.0,22937.0,-9.5,861,795,8.3,3802.0,3885.0,-2.1,18.3%,208,247,-15.8,9029.0,10845.0,47.3,43.5,24.11,28.85,-16.4
03-13-2025,"766 BRANDON TOWN CTR - BRANDON, FL",23903.0,22434.0,6.5,881,851,3.5,3369.0,3110.0,8.3,14.1%,109,98,11.2,11000.0,10072.0,44.9,46.0,27.13,26.36,2.9
03-13-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11205.0,11540.0,-2.9,481,496,-3.0,2543.0,2520.0,0.9,22.7%,122,114,7.0,4920.0,5567.0,48.2,43.9,23.29,23.27,0.1
03-14-2025,"232 TACOMA MALL - TACOMA, WA",10271.0,11300.0,-9.1,454,470,-3.4,1983.0,1762.0,12.5,19.3%,88,101,-12.9,4649.0,5615.0,49.7,45.3,22.62,24.04,-5.9
03-14-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7960.0,7790.0,2.2,312,302,3.3,1749.0,1634.0,7.1,22.0%,65,70,-7.1,4058.0,3806.0,48.9,51.0,25.51,25.79,-1.1
03-14-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21110.0,20805.0,1.5,902,998,-9.6,3882.0,2872.0,35.2,18.4%,155,159,-2.5,9182.0,9500.0,45.7,43.5,23.4,20.85,12.3
03-14-2025,"766 BRANDON TOWN CTR - BRANDON, FL",28771.0,28411.0,1.3,1056,973,8.5,4597.0,5055.0,-9.1,16.0%,144,127,13.4,13704.0,13583.0,47.8,47.6,27.25,29.2,-6.7
03-14-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12288.0,11795.0,4.2,524,554,-5.4,3410.0,3580.0,-4.7,27.7%,122,123,-0.8,4973.0,4803.0,40.7,40.5,23.45,21.29,10.1
03-15-2025,"232 TACOMA MALL - TACOMA, WA",14129.0,15147.0,-6.7,647,651,-0.6,3034.0,2485.0,22.1,21.5%,206,191,7.9,6865.0,6994.0,46.2,48.6,21.84,23.27,-6.1
03-15-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8751.0,8423.0,3.9,344,357,-3.6,1822.0,1816.0,0.3,20.8%,73,78,-6.4,4139.0,3997.0,47.5,47.3,25.44,23.59,7.8
03-15-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21846.0,21746.0,0.5,971,1030,-5.7,2636.0,2650.0,-0.5,12.1%,101,75,34.7,10247.0,9775.0,45.0,46.9,22.5,21.11,6.6
03-15-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30307.0,29985.0,1.1,1055,998,5.7,3194.0,3045.0,4.9,10.5%,112,104,7.7,15151.0,14669.0,48.9,50.0,28.73,30.05,-4.4
03-15-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12525.0,13148.0,-4.7,535,573,-6.6,2805.0,2579.0,8.7,22.4%,131,103,27.2,5505.0,6196.0,47.1,43.9,23.41,22.95,2.0
03-16-2025,"232 TACOMA MALL - TACOMA, WA",12583.0,12772.0,-1.5,595,681,-12.6,1996.0,1787.0,11.7,15.9%,108,98,10.2,6022.0,6261.0,49.0,47.9,21.15,18.75,12.8
03-16-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11827.0,11334.0,4.4,498,486,2.5,2689.0,2718.0,-1.1,22.7%,112,115,-2.6,5760.0,5570.0,49.1,48.7,23.75,23.32,1.8
03-16-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28033.0,30110.0,-6.9,1138,1398,-18.6,4365.0,4137.0,5.5,15.6%,171,180,-5.0,13004.0,14683.0,48.8,46.4,24.63,21.54,14.4
03-16-2025,"766 BRANDON TOWN CTR - BRANDON, FL",32006.0,29946.0,6.9,1000,969,3.2,4118.0,4466.0,-7.8,12.9%,135,140,-3.6,14760.0,14981.0,50.0,46.1,32.01,30.9,3.6
03-16-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11234.0,10954.0,2.6,508,479,6.1,3383.0,3700.0,-8.6,30.1%,153,146,4.8,4668.0,4697.0,42.9,41.5,22.11,22.87,-3.3
03-17-2025,"232 TACOMA MALL - TACOMA, WA",12029.0,12906.0,-6.8,489,521,-6.1,1860.0,1709.0,8.8,15.5%,51,55,-7.3,5882.0,6090.0,47.2,48.9,24.6,24.77,-0.7
03-17-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7965.0,8216.0,-3.0,366,425,-13.9,1904.0,1579.0,20.6,23.9%,92,84,9.5,3889.0,3849.0,46.8,48.8,21.76,19.33,12.6
03-17-2025,"2795 STONEBRIAR MALL - FRISCO, TX",17515.0,18682.0,-6.2,762,838,-9.1,2995.0,3147.0,-4.8,17.1%,87,93,-6.5,8225.0,8513.0,45.6,47.0,22.99,22.29,3.1
03-17-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33628.0,32054.0,4.9,1181,1115,5.9,2829.0,2696.0,4.9,8.4%,47,58,-19.0,15024.0,15789.0,49.3,44.7,28.47,28.75,-1.0
03-17-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10824.0,9919.0,9.1,508,507,0.2,2057.0,2060.0,-0.1,19.0%,92,90,2.2,4811.0,4195.0,42.3,44.4,21.31,19.56,8.9
03-18-2025,"232 TACOMA MALL - TACOMA, WA",10401.0,10674.0,-2.6,446,450,-0.9,1900.0,1984.0,-4.2,18.3%,88,94,-6.4,5235.0,5046.0,47.3,50.3,23.32,23.72,-1.7
03-18-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11282.0,10961.0,2.9,462,449,2.9,2694.0,2667.0,1.0,23.9%,138,127,8.7,5176.0,4888.0,44.6,45.9,24.42,24.41,0.0
03-18-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21450.0,23086.0,-7.1,915,984,-7.0,3916.0,4143.0,-5.5,18.3%,130,164,-20.7,9433.0,10795.0,46.8,44.0,23.44,23.46,-0.1
03-18-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24407.0,22031.0,10.8,929,882,5.3,2475.0,2452.0,0.9,10.1%,148,132,12.1,11261.0,10416.0,47.3,46.1,26.27,24.98,5.2
03-18-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11791.0,11541.0,2.2,549,493,11.4,2101.0,1945.0,8.0,17.8%,114,113,0.9,5330.0,5383.0,46.6,45.2,21.48,23.41,-8.3
03-19-2025,"232 TACOMA MALL - TACOMA, WA",9427.0,9240.0,2.0,402,428,-6.1,1888.0,1934.0,-2.4,20.0%,38,43,-11.6,4720.0,4528.0,49.0,50.1,23.45,21.59,8.6
03-19-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",5079.0,5125.0,-0.9,231,234,-1.3,1037.0,1015.0,2.2,20.4%,43,33,30.3,2484.0,2415.0,47.1,48.9,21.99,21.9,0.4
03-19-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22213.0,20010.0,11.0,967,937,3.2,4419.0,5252.0,-15.9,19.9%,218,204,6.9,10276.0,8286.0,41.4,46.3,22.97,21.36,7.6
03-19-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29371.0,28480.0,3.1,1045,1044,0.1,5086.0,6244.0,-18.5,17.3%,183,204,-10.3,14153.0,12431.0,43.6,48.2,28.11,27.28,3.0
03-19-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11717.0,12384.0,-5.4,486,579,-16.1,3000.0,2775.0,8.1,25.6%,110,103,6.8,5363.0,5343.0,43.1,45.8,24.11,21.39,12.7
03-20-2025,"232 TACOMA MALL - TACOMA, WA",10065.0,10226.0,-1.6,451,533,-15.4,978.0,979.0,-0.1,9.7%,34,39,-12.8,5009.0,5069.0,49.6,49.8,22.32,19.19,16.3
03-20-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10907.0,10783.0,1.1,465,442,5.2,2629.0,2736.0,-3.9,24.1%,108,137,-21.2,5299.0,5060.0,46.9,48.6,23.46,24.4,-3.9
03-20-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25552.0,27885.0,-8.4,967,869,11.3,5473.0,6278.0,-12.8,21.4%,197,201,-2.0,10500.0,13315.0,47.7,41.1,26.42,32.09,-17.7
03-20-2025,"766 BRANDON TOWN CTR - BRANDON, FL",18242.0,17447.0,4.6,716,814,-12.0,2697.0,2922.0,-7.7,14.8%,100,113,-11.5,8490.0,8551.0,49.0,46.5,25.48,21.43,18.9
03-20-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12696.0,12202.0,4.0,569,568,0.2,2010.0,1871.0,7.4,15.8%,81,96,-15.6,5845.0,5609.0,46.0,46.0,22.31,21.48,3.9
03-21-2025,"232 TACOMA MALL - TACOMA, WA",13521.0,12545.0,7.8,553,582,-5.0,2419.0,2497.0,-3.1,17.9%,98,112,-12.5,6198.0,6417.0,51.2,45.8,24.45,21.55,13.4
03-21-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11260.0,11741.0,-4.1,519,543,-4.4,2133.0,2050.0,4.0,18.9%,103,92,12.0,5987.0,5851.0,49.8,53.2,21.69,21.62,0.3
